pandaid,creationtime,starttime,endtime,computingelement,assignedpriority,currentpriority,jobstatus,jobname,cpuconsumptiontime,computingsite,cpuconversion,job_walltime,job_queuetime,cpu_eff,destinationdblock,destinationse,sourcesite,transfertype,corecount,ninputdatafiles,inputfilebytes,noutputdatafiles,outputfilebytes,piloterrorcode,exeerrorcode,ddmerrorcode,jobdispatchererrorcode,taskbuffererrorcode,pilottiming,files_info
8004696539,13742,1/27/2025 3:10,1/27/2025 3:30,,1000,-479,finished,user.ktakada.data16_13TeV.periodL.AOD_ZMUMU.repro26_v01.4l_20250121_ver0/.6491382496,5886,13,1,9672,1167,0.608560794,user.ktakada.data16_13TeV.periodL.AOD_ZMUMU.repro26_v01.4l_20250121_ver0_EXT0.584736381.584736381,,,,8,0,0,1,199164530,0,0,0,0,0,0|5|1181|5|3|8,
3134554588,14243,1/27/2025 3:10,1/27/2025 3:30,,1000,-479,finished,user.ktakada.data16_13TeV.periodL.AOD_ZMUMU.repro26_v01.4l_20250121_ver0/.6491382496,5886,8,1,9672,1167,0.608560794,user.ktakada.data16_13TeV.periodL.AOD_ZMUMU.repro26_v01.4l_20250121_ver0_EXT0.584736381.584736381,,,,8,6,9262776948,1,199164530,0,0,0,0,0,0|5|1181|5|3|8,"{""2719"": 2177119509, ""3197"": 1474897803, ""3797"": 1279932048, ""4741"": 1430779533, ""4962"": 1702222852, ""6510"": 1197825203}"
4830055414,14282,1/27/2025 3:10,1/27/2025 3:30,,1000,-479,finished,user.ktakada.data16_13TeV.periodL.AOD_ZMUMU.repro26_v01.4l_20250121_ver0/.6491382496,5886,10,1,9672,1167,0.608560794,user.ktakada.data16_13TeV.periodL.AOD_ZMUMU.repro26_v01.4l_20250121_ver0_EXT0.584736381.584736381,,,,8,0,0,1,199164530,0,0,0,0,0,0|5|1181|5|3|8,
2178851077,14925,1/27/2025 3:10,1/27/2025 3:30,,1000,-479,finished,user.ktakada.data16_13TeV.periodL.AOD_ZMUMU.repro26_v01.4l_20250121_ver0/.6491382496,5886,20,1,9672,1167,0.608560794,user.ktakada.data16_13TeV.periodL.AOD_ZMUMU.repro26_v01.4l_20250121_ver0_EXT0.584736381.584736381,,,,8,0,0,1,199164530,0,0,0,0,0,0|5|1181|5|3|8,
9274240367,15436,1/27/2025 3:10,1/27/2025 3:30,,1000,-479,finished,user.ktakada.data16_13TeV.periodL.AOD_ZMUMU.repro26_v01.4l_20250121_ver0/.6491382496,5886,27,1,9672,1167,0.608560794,user.ktakada.data16_13TeV.periodL.AOD_ZMUMU.repro26_v01.4l_20250121_ver0_EXT0.584736381.584736381,,,,8,15,15044486939,1,199164530,0,0,0,0,0,0|5|1181|5|3|8,"{""150"": 2089743058, ""966"": 168631146, ""979"": 725525773, ""1300"": 736938732, ""3821"": 1537089629, ""4078"": 703077826, ""4197"": 1520935044, ""4397"": 849961900, ""4875"": 1291440984, ""5828"": 721890080, ""5998"": 585026332, ""6018"": 40887423, ""6171"": 2085224961, ""7053"": 880150426, ""7348"": 1107963625}"
9924617862,15822,1/27/2025 3:10,1/27/2025 3:30,,1000,-479,finished,user.ktakada.data16_13TeV.periodL.AOD_ZMUMU.repro26_v01.4l_20250121_ver0/.6491382496,5886,6,1,9672,1167,0.608560794,user.ktakada.data16_13TeV.periodL.AOD_ZMUMU.repro26_v01.4l_20250121_ver0_EXT0.584736381.584736381,,,,8,0,0,1,199164530,0,0,0,0,0,0|5|1181|5|3|8,
2924917171,15938,1/27/2025 3:10,1/27/2025 3:30,,1000,-479,finished,user.ktakada.data16_13TeV.periodL.AOD_ZMUMU.repro26_v01.4l_20250121_ver0/.6491382496,5886,8,1,9672,1167,0.608560794,user.ktakada.data16_13TeV.periodL.AOD_ZMUMU.repro26_v01.4l_20250121_ver0_EXT0.584736381.584736381,,,,8,2,2800458396,1,199164530,0,0,0,0,0,0|5|1181|5|3|8,"{""1536"": 2080787446, ""2926"": 719670950}"
4027918286,16456,1/27/2025 3:10,1/27/2025 3:30,,1000,-479,finished,user.ktakada.data16_13TeV.periodL.AOD_ZMUMU.repro26_v01.4l_20250121_ver0/.6491382496,5886,27,1,9672,1167,0.608560794,user.ktakada.data16_13TeV.periodL.AOD_ZMUMU.repro26_v01.4l_20250121_ver0_EXT0.584736381.584736381,,,,8,24,30698108620,1,199164530,0,0,0,0,0,0|5|1181|5|3|8,"{""288"": 1272520228, ""663"": 1163104285, ""858"": 1176741102, ""979"": 725525773, ""1162"": 1625077645, ""1300"": 736938732, ""1405"": 994416226, ""2569"": 1996809197, ""2684"": 1321139501, ""3156"": 1500630534, ""3206"": 1654450724, ""3329"": 1322955375, ""3821"": 1537089629, ""4078"": 703077826, ""4397"": 849961900, ""5078"": 2273568023, ""5175"": 1681661162, ""5316"": 2176205184, ""5828"": 721890080, ""5837"": 1372381131, ""6676"": 507969782, ""6743"": 1927867765, ""6858"": 575976390, ""7053"": 880150426}"
5114596829,16543,1/27/2025 3:10,1/27/2025 3:30,,1000,-479,finished,user.ktakada.data16_13TeV.periodL.AOD_ZMUMU.repro26_v01.4l_20250121_ver0/.6491382496,5886,13,1,9672,1167,0.608560794,user.ktakada.data16_13TeV.periodL.AOD_ZMUMU.repro26_v01.4l_20250121_ver0_EXT0.584736381.584736381,,,,8,4,4316319421,1,199164530,0,0,0,0,0,0|5|1181|5|3|8,"{""1374"": 924561658, ""3647"": 278323888, ""4486"": 1850260777, ""6004"": 1263173098}"
6001429266,16826,1/27/2025 3:10,1/27/2025 3:30,,1000,-479,finished,user.ktakada.data16_13TeV.periodL.AOD_ZMUMU.repro26_v01.4l_20250121_ver0/.6491382496,5886,13,1,9672,1167,0.608560794,user.ktakada.data16_13TeV.periodL.AOD_ZMUMU.repro26_v01.4l_20250121_ver0_EXT0.584736381.584736381,,,,8,37,46959947653,1,199164530,0,0,0,0,0,0|5|1181|5|3|8,"{""61"": 1896279794, ""136"": 352396654, ""650"": 2023859375, ""662"": 81341274, ""840"": 790428209, ""920"": 1567908575, ""923"": 1486893601, ""1084"": 277529652, ""1455"": 41685142, ""1488"": 1713228129, ""1520"": 345663695, ""1767"": 2100625997, ""1777"": 70426960, ""1835"": 1321559348, ""2027"": 1843604694, ""2504"": 900720041, ""2571"": 1764941399, ""2671"": 230710409, ""2765"": 1512659969, ""4186"": 1841504059, ""4385"": 1831535464, ""4465"": 1311972272, ""5532"": 1708154775, ""5821"": 450287651, ""5845"": 1205112121, ""5907"": 1644559765, ""6074"": 2226710665, ""6075"": 1712046472, ""6101"": 2189177698, ""6219"": 2190736213, ""6277"": 839688252, ""6464"": 1099669138, ""6806"": 1767959684, ""6952"": 236596612, ""7031"": 1680739287, ""7102"": 1272269544, ""7239"": 1428765064}"
4966656957,17004,1/27/2025 3:10,1/27/2025 3:30,,1000,-479,finished,user.ktakada.data16_13TeV.periodL.AOD_ZMUMU.repro26_v01.4l_20250121_ver0/.6491382496,5886,27,1,9672,1167,0.608560794,user.ktakada.data16_13TeV.periodL.AOD_ZMUMU.repro26_v01.4l_20250121_ver0_EXT0.584736381.584736381,,,,8,0,0,1,199164530,0,0,0,0,0,0|5|1181|5|3|8,
9280637889,17438,1/27/2025 3:10,1/27/2025 3:30,,1000,-479,finished,user.ktakada.data16_13TeV.periodL.AOD_ZMUMU.repro26_v01.4l_20250121_ver0/.6491382496,5886,23,1,9672,1167,0.608560794,user.ktakada.data16_13TeV.periodL.AOD_ZMUMU.repro26_v01.4l_20250121_ver0_EXT0.584736381.584736381,,,,8,13,15966085736,1,199164530,0,0,0,0,0,0|5|1181|5|3|8,"{""772"": 613519219, ""812"": 1161455844, ""916"": 1807563261, ""1068"": 2093296042, ""1554"": 1807411463, ""1574"": 478146168, ""2349"": 2187986356, ""2791"": 1243745964, ""3210"": 1032007564, ""3264"": 377788342, ""5629"": 743474903, ""5824"": 2248952259, ""7131"": 170738351}"
8021193229,17454,1/27/2025 3:10,1/27/2025 3:30,,1000,-479,finished,user.ktakada.data16_13TeV.periodL.AOD_ZMUMU.repro26_v01.4l_20250121_ver0/.6491382496,5886,20,1,9672,1167,0.608560794,user.ktakada.data16_13TeV.periodL.AOD_ZMUMU.repro26_v01.4l_20250121_ver0_EXT0.584736381.584736381,,,,8,0,0,1,199164530,0,0,0,0,0,0|5|1181|5|3|8,
9333915141,17515,1/27/2025 3:10,1/27/2025 3:30,,1000,-479,finished,user.ktakada.data16_13TeV.periodL.AOD_ZMUMU.repro26_v01.4l_20250121_ver0/.6491382496,5886,20,1,9672,1167,0.608560794,user.ktakada.data16_13TeV.periodL.AOD_ZMUMU.repro26_v01.4l_20250121_ver0_EXT0.584736381.584736381,,,,8,0,0,1,199164530,0,0,0,0,0,0|5|1181|5|3|8,
6380243620,18056,1/27/2025 3:10,1/27/2025 3:30,,1000,-479,finished,user.ktakada.data16_13TeV.periodL.AOD_ZMUMU.repro26_v01.4l_20250121_ver0/.6491382496,5886,27,1,9672,1167,0.608560794,user.ktakada.data16_13TeV.periodL.AOD_ZMUMU.repro26_v01.4l_20250121_ver0_EXT0.584736381.584736381,,,,8,0,0,1,199164530,0,0,0,0,0,0|5|1181|5|3|8,
8617035552,18185,1/27/2025 3:10,1/27/2025 3:30,,1000,-479,finished,user.ktakada.data16_13TeV.periodL.AOD_ZMUMU.repro26_v01.4l_20250121_ver0/.6491382496,5886,13,1,9672,1167,0.608560794,user.ktakada.data16_13TeV.periodL.AOD_ZMUMU.repro26_v01.4l_20250121_ver0_EXT0.584736381.584736381,,,,8,0,0,1,199164530,0,0,0,0,0,0|5|1181|5|3|8,
7913561613,18208,1/27/2025 3:10,1/27/2025 3:30,,1000,-479,finished,user.ktakada.data16_13TeV.periodL.AOD_ZMUMU.repro26_v01.4l_20250121_ver0/.6491382496,5886,2,1,9672,1167,0.608560794,user.ktakada.data16_13TeV.periodL.AOD_ZMUMU.repro26_v01.4l_20250121_ver0_EXT0.584736381.584736381,,,,8,2,3626671781,1,199164530,0,0,0,0,0,0|5|1181|5|3|8,"{""1480"": 1527317522, ""5464"": 2099354259}"
5684216956,18510,1/27/2025 3:10,1/27/2025 3:30,,1000,-479,finished,user.ktakada.data16_13TeV.periodL.AOD_ZMUMU.repro26_v01.4l_20250121_ver0/.6491382496,5886,18,1,9672,1167,0.608560794,user.ktakada.data16_13TeV.periodL.AOD_ZMUMU.repro26_v01.4l_20250121_ver0_EXT0.584736381.584736381,,,,8,0,0,1,199164530,0,0,0,0,0,0|5|1181|5|3|8,
5424393359,18646,1/27/2025 3:10,1/27/2025 3:30,,1000,-479,finished,user.ktakada.data16_13TeV.periodL.AOD_ZMUMU.repro26_v01.4l_20250121_ver0/.6491382496,5886,13,1,9672,1167,0.608560794,user.ktakada.data16_13TeV.periodL.AOD_ZMUMU.repro26_v01.4l_20250121_ver0_EXT0.584736381.584736381,,,,8,30,29008944857,1,199164530,0,0,0,0,0,0|5|1181|5|3|8,"{""5"": 510584293, ""243"": 477561349, ""468"": 240052075, ""544"": 950269857, ""662"": 81341274, ""1084"": 277529652, ""1275"": 510479989, ""1284"": 1781959352, ""1455"": 41685142, ""1777"": 70426960, ""2023"": 740573099, ""2027"": 1843604694, ""2348"": 2261535357, ""2571"": 1764941399, ""3180"": 1899027387, ""3307"": 2013537749, ""4101"": 885607088, ""4570"": 185062530, ""5038"": 1675306994, ""5087"": 838384789, ""5469"": 2015365498, ""5493"": 177810141, ""5525"": 1815309839, ""5821"": 450287651, ""6277"": 839688252, ""6426"": 1529371991, ""6464"": 1099669138, ""6704"": 133893844, ""6790"": 1324294198, ""7393"": 573783276}"
2076138659,19019,1/27/2025 3:10,1/27/2025 3:30,,1000,-479,finished,user.ktakada.data16_13TeV.periodL.AOD_ZMUMU.repro26_v01.4l_20250121_ver0/.6491382496,5886,13,1,9672,1167,0.608560794,user.ktakada.data16_13TeV.periodL.AOD_ZMUMU.repro26_v01.4l_20250121_ver0_EXT0.584736381.584736381,,,,8,15,16221956834,1,199164530,0,0,0,0,0,0|5|1181|5|3|8,"{""662"": 81341274, ""986"": 1501089761, ""1767"": 2100625997, ""1800"": 1846178618, ""1914"": 1575610573, ""1955"": 2063334152, ""2358"": 1484059080, ""4570"": 185062530, ""5821"": 450287651, ""6075"": 1712046472, ""6239"": 1034029640, ""6657"": 349450357, ""7102"": 1272269544, ""7321"": 415512802, ""7343"": 151058383}"
8569245962,19113,1/27/2025 3:10,1/27/2025 3:30,,1000,-479,finished,user.ktakada.data16_13TeV.periodL.AOD_ZMUMU.repro26_v01.4l_20250121_ver0/.6491382496,5886,20,1,9672,1167,0.608560794,user.ktakada.data16_13TeV.periodL.AOD_ZMUMU.repro26_v01.4l_20250121_ver0_EXT0.584736381.584736381,,,,8,0,0,1,199164530,0,0,0,0,0,0|5|1181|5|3|8,
6955509170,19688,1/27/2025 3:10,1/27/2025 3:30,,1000,-479,finished,user.ktakada.data16_13TeV.periodL.AOD_ZMUMU.repro26_v01.4l_20250121_ver0/.6491382496,5886,13,1,9672,1167,0.608560794,user.ktakada.data16_13TeV.periodL.AOD_ZMUMU.repro26_v01.4l_20250121_ver0_EXT0.584736381.584736381,,,,8,49,60321937331,1,199164530,0,0,0,0,0,0|5|1181|5|3|8,"{""13"": 1788715544, ""127"": 1204816635, ""404"": 1538297696, ""427"": 2194339988, ""468"": 240052075, ""527"": 2283284706, ""544"": 950269857, ""650"": 2023859375, ""1204"": 1483590368, ""1275"": 510479989, ""1469"": 544703995, ""1488"": 1713228129, ""1560"": 1525208537, ""1675"": 7241555, ""1743"": 343372489, ""1767"": 2100625997, ""1800"": 1846178618, ""1914"": 1575610573, ""2362"": 2147589541, ""2633"": 409505759, ""2671"": 230710409, ""2736"": 1550826929, ""2860"": 621452865, ""2899"": 2034771656, ""3453"": 154924485, ""4186"": 1841504059, ""4385"": 1831535464, ""4465"": 1311972272, ""4633"": 524067323, ""4866"": 1830038216, ""5038"": 1675306994, ""5367"": 79710677, ""5493"": 177810141, ""5525"": 1815309839, ""5662"": 1622486860, ""5695"": 1946720775, ""5845"": 1205112121, ""6074"": 2226710665, ""6075"": 1712046472, ""6115"": 1987417072, ""6161"": 120778992, ""6219"": 2190736213, ""6464"": 1099669138, ""6657"": 349450357, ""6704"": 133893844, ""6790"": 1324294198, ""6972"": 1263625459, ""7275"": 454299134, ""7393"": 573783276}"
9754935375,19819,1/27/2025 3:10,1/27/2025 3:30,,1000,-479,finished,user.ktakada.data16_13TeV.periodL.AOD_ZMUMU.repro26_v01.4l_20250121_ver0/.6491382496,5886,8,1,9672,1167,0.608560794,user.ktakada.data16_13TeV.periodL.AOD_ZMUMU.repro26_v01.4l_20250121_ver0_EXT0.584736381.584736381,,,,8,62,75743542127,1,199164530,0,0,0,0,0,0|5|1181|5|3|8,"{""10"": 1774037479, ""171"": 1512816210, ""223"": 1875386537, ""224"": 1107300578, ""246"": 1103193363, ""560"": 1908939026, ""727"": 84760767, ""751"": 777555068, ""928"": 1349306329, ""929"": 1273857667, ""959"": 1061273591, ""1099"": 1073858477, ""1118"": 1754517840, ""1238"": 2133385299, ""1252"": 1099734717, ""1328"": 828459990, ""1482"": 763804490, ""1536"": 2080787446, ""1893"": 16506478, ""1916"": 430542887, ""2003"": 1132267815, ""2092"": 1170898087, ""2123"": 608875236, ""2141"": 818170784, ""2203"": 396851746, ""2691"": 1859087168, ""3191"": 1313010915, ""3419"": 658305589, ""3467"": 955667868, ""3576"": 2234889548, ""3577"": 271666330, ""3741"": 1493799336, ""3860"": 1465713983, ""3948"": 136377603, ""4234"": 2232124302, ""4265"": 2146121174, ""4281"": 306633553, ""4399"": 2246395807, ""4470"": 1043907414, ""4757"": 2149661060, ""4777"": 1917621560, ""4796"": 1329494142, ""4876"": 950233936, ""4901"": 1203642146, ""4936"": 921319183, ""5117"": 2242635666, ""5187"": 1779152973, ""5254"": 564673497, ""5347"": 1028929146, ""5404"": 2043127853, ""5452"": 1830606726, ""5553"": 381145117, ""6118"": 563977984, ""6510"": 1197825203, ""6555"": 1959347359, ""6656"": 1495544268, ""6755"": 106882471, ""6810"": 894535249, ""6975"": 1062927514, ""7202"": 1248422847, ""7313"": 194101180, ""7351"": 2176946550}"
7293471367,19969,1/27/2025 3:10,1/27/2025 3:30,,1000,-479,finished,user.ktakada.data16_13TeV.periodL.AOD_ZMUMU.repro26_v01.4l_20250121_ver0/.6491382496,5886,13,1,9672,1167,0.608560794,user.ktakada.data16_13TeV.periodL.AOD_ZMUMU.repro26_v01.4l_20250121_ver0_EXT0.584736381.584736381,,,,8,39,46074549646,1,199164530,0,0,0,0,0,0|5|1181|5|3|8,"{""127"": 1204816635, ""136"": 352396654, ""920"": 1567908575, ""1140"": 611267003, ""1284"": 1781959352, ""1335"": 509139192, ""1455"": 41685142, ""1469"": 544703995, ""1591"": 947833143, ""1675"": 7241555, ""1767"": 2100625997, ""1799"": 1293665928, ""1914"": 1575610573, ""2057"": 496983771, ""2348"": 2261535357, ""2358"": 1484059080, ""2362"": 2147589541, ""2765"": 1512659969, ""4486"": 1850260777, ""4516"": 1667895706, ""4570"": 185062530, ""4852"": 1038712853, ""4866"": 1830038216, ""5038"": 1675306994, ""5367"": 79710677, ""5469"": 2015365498, ""5525"": 1815309839, ""5532"": 1708154775, ""5676"": 1588969885, ""5899"": 461733962, ""6101"": 2189177698, ""6115"": 1987417072, ""6277"": 839688252, ""6403"": 98635763, ""6872"": 1322189540, ""7198"": 861177005, ""7239"": 1428765064, ""7321"": 415512802, ""7393"": 573783276}"
8346488141,20016,1/27/2025 3:10,1/27/2025 3:30,,1000,-479,finished,user.ktakada.data16_13TeV.periodL.AOD_ZMUMU.repro26_v01.4l_20250121_ver0/.6491382496,5886,19,1,9672,1167,0.608560794,user.ktakada.data16_13TeV.periodL.AOD_ZMUMU.repro26_v01.4l_20250121_ver0_EXT0.584736381.584736381,,,,8,0,0,1,199164530,0,0,0,0,0,0|5|1181|5|3|8,
5399340499,20026,1/27/2025 3:10,1/27/2025 3:30,,1000,-479,finished,user.ktakada.data16_13TeV.periodL.AOD_ZMUMU.repro26_v01.4l_20250121_ver0/.6491382496,5886,0,1,9672,1167,0.608560794,user.ktakada.data16_13TeV.periodL.AOD_ZMUMU.repro26_v01.4l_20250121_ver0_EXT0.584736381.584736381,,,,8,0,0,1,199164530,0,0,0,0,0,0|5|1181|5|3|8,
3240653274,20924,1/27/2025 3:10,1/27/2025 3:30,,1000,-479,finished,user.ktakada.data16_13TeV.periodL.AOD_ZMUMU.repro26_v01.4l_20250121_ver0/.6491382496,5886,23,1,9672,1167,0.608560794,user.ktakada.data16_13TeV.periodL.AOD_ZMUMU.repro26_v01.4l_20250121_ver0_EXT0.584736381.584736381,,,,8,35,41235949085,1,199164530,0,0,0,0,0,0|5|1181|5|3|8,"{""127"": 1204816635, ""132"": 1796078967, ""168"": 1374937126, ""800"": 187171183, ""1112"": 182022980, ""1255"": 574160873, ""1666"": 1987081163, ""1777"": 70426960, ""2530"": 1340369692, ""2624"": 400165801, ""2659"": 816832000, ""2868"": 1321210063, ""3344"": 1494071786, ""3668"": 1590265901, ""3693"": 2134231258, ""3761"": 572510885, ""4378"": 549208575, ""4693"": 27395307, ""4704"": 587672357, ""4733"": 804813263, ""4925"": 152577319, ""5175"": 1681661162, ""5618"": 2158722938, ""5664"": 482530036, ""5824"": 2248952259, ""5848"": 2011399573, ""6705"": 1160056405, ""6746"": 1963968782, ""6820"": 1912925987, ""6867"": 2029896786, ""6908"": 219939553, ""6973"": 2244205749, ""7096"": 868964951, ""7252"": 1990741373, ""7388"": 1093963437}"
1178611587,20996,1/27/2025 3:10,1/27/2025 3:30,,1000,-479,finished,user.ktakada.data16_13TeV.periodL.AOD_ZMUMU.repro26_v01.4l_20250121_ver0/.6491382496,5886,5,1,9672,1167,0.608560794,user.ktakada.data16_13TeV.periodL.AOD_ZMUMU.repro26_v01.4l_20250121_ver0_EXT0.584736381.584736381,,,,8,0,0,1,199164530,0,0,0,0,0,0|5|1181|5|3|8,
6787184273,21259,1/27/2025 3:10,1/27/2025 3:30,,1000,-479,finished,user.ktakada.data16_13TeV.periodL.AOD_ZMUMU.repro26_v01.4l_20250121_ver0/.6491382496,5886,4,1,9672,1167,0.608560794,user.ktakada.data16_13TeV.periodL.AOD_ZMUMU.repro26_v01.4l_20250121_ver0_EXT0.584736381.584736381,,,,8,40,49234938731,1,199164530,0,0,0,0,0,0|5|1181|5|3|8,"{""360"": 1144889852, ""701"": 276331766, ""898"": 1704720719, ""950"": 1893086181, ""1005"": 1516193191, ""1557"": 1297925474, ""1590"": 30295077, ""1694"": 86401537, ""1812"": 436769448, ""1886"": 1785813111, ""1940"": 587499693, ""2018"": 2029403417, ""2261"": 1409085568, ""2501"": 2249613728, ""2583"": 1531529810, ""2815"": 813876959, ""3004"": 1139788984, ""3117"": 1108539750, ""3221"": 1677939587, ""3493"": 2172315005, ""3866"": 1496823577, ""3927"": 864713575, ""4350"": 27106992, ""4363"": 2117042546, ""4717"": 1846465181, ""4851"": 1502030208, ""4994"": 1710139596, ""5119"": 1123550362, ""5266"": 1331938649, ""5690"": 80291774, ""6163"": 196144426, ""6233"": 732482072, ""6266"": 2201181601, ""6289"": 908354845, ""6551"": 2083946372, ""6628"": 1496109982, ""6706"": 615657988, ""6970"": 759770039, ""7062"": 2207835101, ""7380"": 1041334988}"
1019298185,21466,1/27/2025 3:10,1/27/2025 3:30,,1000,-479,finished,user.ktakada.data16_13TeV.periodL.AOD_ZMUMU.repro26_v01.4l_20250121_ver0/.6491382496,5886,20,1,9672,1167,0.608560794,user.ktakada.data16_13TeV.periodL.AOD_ZMUMU.repro26_v01.4l_20250121_ver0_EXT0.584736381.584736381,,,,8,7,6716877023,1,199164530,0,0,0,0,0,0|5|1181|5|3|8,"{""252"": 12450659, ""2812"": 1853316589, ""3595"": 1170340484, ""3786"": 459104148, ""4474"": 625214358, ""6013"": 1082162010, ""6081"": 1514288775}"
